nohup: ignoring input
Escuchando en 0.0.0.0:6100...
Tablas 'mediciones' y 'mediciones2' verificadas o creadas exitosamente.
Datos guardados en mediciones - Carro: car1, Latitud: 10.995702, Longitud: -74.943375, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:15
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.995367","longitude":"-74.943600","timestamp":1732201996766,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.995367, Longitud: -74.943600, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:16
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.995030","longitude":"-74.943824","timestamp":1732201997764,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.995030, Longitud: -74.943824, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:17
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.994689","longitude":"-74.944045","timestamp":1732201998765,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.994689, Longitud: -74.944045, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:18
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.994346","longitude":"-74.944258","timestamp":1732201999764,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.994346, Longitud: -74.944258, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:19
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.993995","longitude":"-74.944459","timestamp":1732202000763,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.993995, Longitud: -74.944459, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:20
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.993655","longitude":"-74.944678","timestamp":1732202001762,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.993655, Longitud: -74.944678, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:21
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.993315","longitude":"-74.944897","timestamp":1732202002764,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.993315, Longitud: -74.944897, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:22
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.992975","longitude":"-74.945116","timestamp":1732202003763,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.992975, Longitud: -74.945116, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:23
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.992634","longitude":"-74.945336","timestamp":1732202004762,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.992634, Longitud: -74.945336, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:24
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.992297","longitude":"-74.945561","timestamp":1732202005764,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.992297, Longitud: -74.945561, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:25
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.991969","longitude":"-74.945798","timestamp":1732202006761,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.991969, Longitud: -74.945798, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:26
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.991646","longitude":"-74.946044","timestamp":1732202007763,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.991646, Longitud: -74.946044, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:27
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.991340","longitude":"-74.946310","timestamp":1732202008764,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.991340, Longitud: -74.946310, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:28
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.991044","longitude":"-74.946588","timestamp":1732202009765,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.991044, Longitud: -74.946588, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:29
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.990767","longitude":"-74.946383","timestamp":1732202010765,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.990767, Longitud: -74.946383, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:30
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.990960","longitude":"-74.946690","timestamp":1732202011766,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.990960, Longitud: -74.946690, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:31
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.991243","longitude":"-74.946401","timestamp":1732202012762,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.991243, Longitud: -74.946401, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:32
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.991543","longitude":"-74.946128","timestamp":1732202013764,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.991543, Longitud: -74.946128, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:33
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.991849","longitude":"-74.945861","timestamp":1732202014765,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.991849, Longitud: -74.945861, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:34
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.992145","longitude":"-74.945582","timestamp":1732202015765,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.992145, Longitud: -74.945582, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:35
Datos recibidos desde 191.95.134.108:56974 - {"carId":"car1","latitude":"10.992417","longitude":"-74.945281","timestamp":1732202016763,"speed":0,"rpm":0}
Datos guardados en mediciones - Carro: car1, Latitud: 10.992417, Longitud: -74.945281, Velocidad: 0, RPM: 0, Timestamp: 2024-11-21 10:13:36
